Age,Workclass,fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,hours-per-week,NativeCountry,Class
42,6,96524,9,7,14,4,5,1,0,0,60,41,1
17,5,143868,5,5,4,5,1,1,0,0,40,41,0
48,5,121424,13,7,14,4,5,1,0,0,55,41,1
39,5,176279,13,6,5,3,5,0,0,0,40,41,0
41,4,177905,13,7,14,4,5,1,7688,0,70,41,1
50,5,205100,4,7,4,6,5,0,0,0,35,38,0
57,5,353881,9,6,2,3,5,1,0,0,45,41,0
44,6,177937,16,7,13,4,5,1,0,0,36,41,1
20,5,122244,9,5,8,3,5,0,0,0,28,41,0
49,5,125892,9,7,5,4,5,1,0,0,40,41,0
44,5,155472,12,5,13,1,1,0,1151,0,50,41,0
42,5,355728,11,5,3,3,5,1,0,0,44,41,0
18,5,245274,10,5,8,5,5,1,0,0,16,41,0
18,5,240330,8,5,4,5,5,1,0,0,18,41,0
51,5,182944,9,3,8,1,1,0,0,0,40,41,0
28,5,264498,13,5,13,3,5,0,0,0,40,41,0
39,5,110426,12,7,14,6,5,0,15024,0,45,41,1
25,5,166971,9,7,5,4,5,1,0,0,52,41,0
41,5,347653,15,7,13,4,5,1,0,1977,50,41,1
39,5,33975,10,7,5,4,5,1,0,0,40,41,1
42,3,215219,7,4,4,1,5,0,0,0,30,41,0
33,5,190772,9,5,11,3,5,0,0,1617,40,41,0
63,5,331527,6,7,8,4,5,1,0,0,40,41,0
47,5,162494,10,6,5,1,5,0,0,0,45,41,1
27,6,85918,13,7,10,4,5,1,0,0,68,41,0
39,5,91367,14,7,14,4,5,1,0,1848,45,41,1
20,5,182342,10,5,9,5,5,1,0,0,40,41,0
49,5,129640,9,5,4,3,5,0,0,0,40,41,0
70,5,133536,9,7,8,4,5,1,0,0,28,41,0
46,5,148738,9,7,1,4,5,1,0,1740,35,41,0
47,5,102583,9,7,5,4,5,1,0,0,30,41,1
35,5,111387,5,5,3,3,5,1,0,0,40,41,0
24,5,241752,9,5,1,3,5,1,0,0,40,41,0
22,5,334593,10,5,8,3,5,1,0,0,40,41,0
43,5,101950,13,6,4,3,5,0,0,0,35,41,0
60,6,212856,14,7,13,4,5,1,0,0,40,38,1
53,5,183973,7,7,7,4,5,1,0,0,48,41,1
47,5,142061,10,6,14,1,5,0,0,0,40,41,0
34,5,158615,10,7,1,4,5,1,0,0,40,41,0
37,5,29145,11,5,4,3,5,1,0,0,40,41,0
35,5,40135,9,5,4,5,5,1,0,0,30,41,0
23,5,224640,10,5,14,3,5,0,0,0,40,41,0
27,5,146651,9,7,8,5,5,0,0,0,15,41,0
29,5,167737,9,5,2,2,5,1,0,0,50,41,0
23,5,60331,10,5,3,3,5,1,0,0,40,41,0
35,5,187167,9,6,4,3,5,0,0,0,35,41,0
18,5,157131,9,5,8,5,5,0,0,0,12,41,0
27,6,255237,13,5,13,3,5,0,0,0,40,41,0
56,5,192325,10,6,8,3,5,0,0,0,20,41,0
40,5,163342,9,5,11,3,5,0,0,0,70,41,0
31,5,129775,13,7,5,4,5,1,0,0,65,41,0
18,5,206008,10,5,5,1,5,1,2176,0,40,41,0
25,5,397317,12,5,13,3,5,0,0,0,40,41,0
36,5,745768,10,5,10,1,1,0,0,0,40,41,0
38,5,141550,6,6,3,3,5,1,0,0,40,41,0
52,5,35576,9,3,3,3,5,1,0,0,40,41,0
23,5,376383,9,5,4,1,5,1,0,0,35,10,0
48,3,200825,10,7,14,4,5,1,0,0,30,41,1
34,5,362787,9,5,8,1,1,0,0,0,35,41,0
46,5,116789,9,7,11,4,5,1,0,0,40,41,1
26,5,160300,9,2,10,3,5,1,0,0,40,41,0
47,5,362654,9,7,7,4,5,1,0,0,40,41,0
21,5,107801,10,5,8,5,5,0,0,0,3,41,0
65,5,170939,13,6,13,3,5,1,6723,0,40,41,0
31,6,224234,9,7,2,4,1,1,0,0,40,41,0
38,5,478346,9,7,14,6,5,0,7688,0,40,41,1
68,5,211162,9,7,14,4,5,1,0,0,40,41,0
26,5,147638,13,5,11,2,3,0,0,0,40,7,0
42,5,104647,9,6,4,3,5,1,0,0,40,41,0
49,5,67365,9,7,3,4,5,1,0,0,40,41,1
42,5,230959,13,7,11,6,3,0,0,1887,40,12,1
39,5,176335,14,7,14,4,5,1,7688,0,65,41,1
31,3,268482,5,7,3,4,5,1,0,0,40,41,0
28,7,288731,13,7,13,4,5,1,0,0,20,41,0
36,5,231082,13,6,13,3,5,0,0,0,50,41,0
42,7,333530,10,7,14,6,5,0,0,0,40,41,1
62,5,214288,9,7,7,4,5,1,0,0,40,41,0
21,5,118023,9,5,9,5,5,1,0,0,24,41,0
21,5,187088,10,5,11,5,2,0,0,0,20,2,0
60,5,174073,9,7,8,4,5,1,0,0,40,41,0
22,5,133833,10,5,4,5,5,0,0,0,25,41,0
30,5,229772,6,7,3,4,5,1,0,0,40,41,0
64,5,210082,9,3,11,3,5,0,0,0,40,41,0
28,5,119287,13,7,14,6,5,0,15024,0,28,41,1
41,3,111772,12,7,3,4,5,1,0,1887,40,41,1
25,5,122999,9,5,3,2,5,1,0,0,40,41,0
27,5,44767,9,7,9,4,5,1,0,0,40,41,0
40,5,200574,12,7,8,4,5,1,0,0,44,41,0
58,5,236596,10,7,14,4,5,1,0,0,40,41,1
31,5,33124,15,5,13,3,5,0,0,0,99,41,0
50,6,308764,9,3,2,1,5,0,0,0,40,41,0
27,5,103524,9,4,1,1,5,1,0,0,40,41,0
31,5,99483,9,5,8,5,4,1,0,0,40,41,0
50,5,230951,13,7,5,4,5,1,0,0,40,41,0
45,5,99355,9,7,10,4,1,1,0,0,40,41,1
33,5,857532,8,5,10,5,1,1,0,0,40,41,0
62,5,81116,10,6,11,3,5,1,0,1974,40,41,0
38,5,154410,9,7,3,4,5,1,0,2051,40,30,0
19,5,198943,10,5,4,5,5,0,0,0,35,41,0
30,5,311696,7,7,4,6,1,0,0,0,30,41,0
38,5,252897,10,6,5,5,5,0,0,0,25,41,0
42,3,39539,9,7,9,4,5,1,0,0,99,41,1
49,4,122066,10,6,5,3,5,1,0,0,25,41,0
53,5,110977,14,7,14,4,5,1,0,1902,50,41,1
45,6,199590,10,7,3,4,5,1,0,1887,40,10,1
24,5,202721,10,5,11,5,1,0,0,0,40,41,0
29,5,197565,11,5,11,5,5,0,0,0,35,41,0
24,5,206827,10,5,5,5,5,0,5060,0,30,41,0
38,8,190895,13,7,13,4,5,1,0,0,40,38,1
25,4,158751,11,5,2,1,5,1,0,0,55,41,0
51,7,243631,6,7,3,4,4,1,0,0,40,41,0
17,5,219277,7,5,8,5,5,0,0,0,20,41,0
19,5,45381,10,5,11,5,5,0,0,0,8,41,0
38,5,167482,10,7,3,4,5,1,0,0,52,41,1
60,5,225014,9,6,4,3,5,0,0,0,40,41,0
29,3,405083,9,5,5,3,5,1,0,0,40,41,0
66,5,186061,10,3,8,1,1,0,0,4356,40,41,0
28,8,24153,6,7,4,6,4,0,0,0,40,41,0
36,5,126569,9,7,13,4,5,1,0,0,45,24,1
57,5,137658,9,7,8,4,2,1,0,0,5,26,0
24,5,315476,12,5,3,5,5,1,0,0,40,41,0
43,5,248186,12,5,11,3,5,0,0,0,38,41,0
29,4,206903,15,7,13,4,5,1,0,0,55,41,1
67,3,191380,15,7,13,4,5,1,20051,0,25,41,1
20,5,191910,9,5,10,5,5,1,0,0,40,41,0
21,5,145119,10,5,4,5,3,1,0,0,20,41,0
20,5,130840,6,5,1,5,5,1,0,0,40,41,0
42,5,33126,12,7,14,4,5,1,0,0,60,41,1
20,5,334105,10,5,4,5,5,0,0,0,10,41,0
19,6,354104,9,5,11,5,5,1,0,0,35,41,0
34,5,111985,9,7,3,4,5,1,0,0,45,41,0
40,6,321187,13,5,13,1,5,0,0,0,45,41,0
33,5,138142,10,4,4,1,1,0,0,0,25,41,0
36,5,296999,10,6,3,3,5,0,0,0,37,41,0
43,5,155106,12,6,3,3,5,1,0,2444,70,41,1
41,6,174491,9,4,4,1,1,0,0,0,40,41,0
34,7,173266,9,7,8,4,5,1,0,0,40,41,1
33,5,25610,12,7,5,4,2,1,0,0,40,33,1
47,5,187563,9,7,7,4,5,1,0,0,40,41,0
41,5,196344,2,7,5,4,5,1,0,0,50,10,0
40,5,205047,9,2,3,3,5,1,0,0,40,41,1
28,5,715938,13,5,3,5,1,1,0,0,40,41,0
62,3,224520,9,7,5,4,5,1,0,0,90,41,1
29,5,229656,9,6,11,1,5,0,0,0,50,41,0
46,5,97883,10,6,11,3,5,0,0,0,40,41,0
28,5,131298,9,5,4,3,5,1,0,0,60,41,0
57,8,197875,9,6,11,3,5,0,0,0,40,41,0
22,5,172766,10,5,5,5,5,0,0,0,40,41,0
28,6,175796,12,5,11,3,5,0,0,0,40,41,0
24,5,51973,13,5,11,3,5,0,0,0,45,41,0
54,3,28186,13,6,9,3,5,1,27828,0,50,41,1
22,5,291979,7,4,3,3,5,1,0,0,40,41,0
36,7,180752,13,5,10,1,1,0,0,0,40,41,0
50,5,234657,10,6,11,1,5,0,0,0,40,41,0
18,5,39411,7,5,1,5,5,1,0,0,24,41,0
52,7,334273,12,7,5,4,5,1,0,0,40,41,1
41,5,192779,4,7,4,4,5,1,0,0,40,38,0
21,5,105312,9,5,8,3,5,0,0,0,20,41,0
36,5,171676,13,5,5,3,5,0,0,1741,40,41,0
34,3,182714,13,5,13,3,5,0,0,0,55,41,1
21,5,231866,11,5,3,5,5,1,0,0,40,41,0
46,5,102102,9,5,14,3,5,1,0,0,40,41,0
57,5,50248,10,7,8,4,5,1,0,0,40,41,0
61,6,195519,14,5,13,1,5,0,0,0,25,41,0
22,7,34310,10,5,2,5,5,1,0,0,25,41,0
33,5,314913,7,6,8,5,5,1,0,0,53,41,0
36,7,747719,15,7,13,6,5,0,15024,0,50,41,1
43,6,188280,14,6,13,1,5,0,914,0,40,41,0
25,5,110978,12,7,11,6,3,0,0,0,37,21,1
17,5,79682,6,5,6,2,5,1,0,0,30,41,0
45,5,294671,11,7,3,4,5,1,4386,0,38,41,1
30,5,340899,15,5,13,3,5,1,0,1590,80,41,0
40,5,192259,14,5,13,3,5,1,0,0,35,41,0
31,6,190228,14,5,14,3,5,1,0,0,45,41,0
42,5,118947,13,7,14,4,5,1,0,0,40,41,1
53,5,55861,9,7,3,4,5,1,0,0,40,41,1
37,5,238433,2,7,2,4,5,1,0,0,40,2,0
37,7,166744,9,2,4,1,5,0,0,0,20,41,0
54,5,144586,10,7,5,6,5,0,0,0,40,41,1
36,5,134367,9,6,4,5,5,0,0,0,30,41,0
46,5,133616,10,6,11,1,5,0,0,0,40,41,0
46,5,203039,13,7,5,4,5,1,0,0,48,41,0
32,5,217460,5,7,2,4,5,1,0,0,50,41,0
17,5,106733,7,5,3,5,5,1,594,0,40,41,0
42,7,212027,13,6,13,3,1,1,0,0,40,41,0
37,6,126569,9,5,3,3,5,1,0,0,40,41,0
29,5,289960,9,7,7,4,5,1,0,0,48,41,0
54,5,174102,13,7,14,4,5,1,0,0,40,41,1
38,5,181716,8,7,3,4,5,1,0,0,48,41,0
46,6,172822,9,7,2,4,5,1,0,0,40,41,0
24,5,293091,9,7,1,4,5,1,0,0,40,41,0
57,5,107443,2,7,1,4,5,1,0,0,40,31,0
59,5,95283,2,7,7,4,5,1,0,0,40,41,0
33,5,65278,13,7,14,4,5,1,0,0,40,41,1
35,5,220943,9,6,4,1,1,0,0,1594,40,41,0
53,5,257940,9,7,7,4,5,1,2829,0,40,41,0
26,5,134945,9,5,7,2,5,1,0,0,40,41,0
55,3,105582,14,7,5,4,5,1,2228,0,50,41,0
46,5,169324,9,4,4,3,1,0,0,0,45,28,0
44,7,98989,13,7,13,4,4,1,0,0,38,41,1
30,3,113838,11,7,5,4,5,1,3137,0,60,39,0
24,5,143436,10,5,1,5,5,1,0,0,24,41,0
32,5,143604,6,2,4,3,1,0,0,0,37,41,0
35,5,226311,13,5,5,3,5,0,0,0,40,41,0
67,5,94610,14,7,5,4,5,1,0,0,30,41,1
56,3,26716,13,7,14,4,5,1,0,0,20,41,1
26,5,160261,14,5,13,3,3,1,0,0,20,21,0
46,5,117310,12,3,8,1,5,0,6497,0,40,41,0
52,5,154342,9,7,3,4,5,1,0,0,48,41,1
38,3,89202,10,6,3,3,5,1,0,0,40,41,0
31,5,174704,9,6,5,1,1,1,0,0,50,41,0
53,5,153486,9,4,2,3,5,1,0,0,30,41,0
27,5,360097,9,5,1,3,1,1,0,0,40,41,0
39,5,230356,13,5,11,3,5,0,0,0,40,41,0
22,5,163870,9,5,7,5,5,1,0,0,40,41,0
37,5,199753,10,7,3,4,5,1,0,0,35,41,1
20,5,333505,9,5,11,5,5,1,0,0,30,18,0
60,6,149281,9,7,10,4,5,1,0,0,40,41,0
51,5,138514,11,6,8,1,1,0,0,0,48,41,0
57,8,66504,15,6,13,3,5,0,0,0,50,41,1
59,5,206487,10,7,3,4,5,1,0,0,40,41,1
37,5,170020,9,7,3,4,5,1,0,0,40,41,0
35,5,217605,9,7,1,6,5,0,0,0,40,41,0
43,5,145711,10,7,5,4,5,1,0,0,72,41,1
17,5,169155,8,5,4,5,5,1,0,0,35,41,0
45,5,34127,13,7,13,4,5,1,0,0,50,41,1
18,5,110142,9,5,5,5,5,0,0,0,40,41,0
52,5,222646,8,4,7,2,5,0,0,0,40,2,0
18,5,182643,10,5,1,5,5,1,0,0,9,41,0
20,5,303565,10,5,1,5,1,1,0,0,40,39,0
34,5,140092,9,5,8,3,5,1,0,0,40,41,0
19,5,178811,9,5,7,5,1,0,0,0,20,41,0
18,5,267399,8,5,8,5,5,0,0,0,12,41,0
17,6,192387,5,5,4,5,5,1,0,0,45,41,0
30,8,127610,13,5,11,3,5,0,0,0,35,41,0
29,5,258862,13,5,3,3,5,0,0,0,45,41,0
30,5,225231,10,6,14,3,5,1,8614,0,50,41,1
18,5,174926,5,5,4,5,5,1,0,0,15,38,0
50,7,238187,13,6,11,3,1,0,0,0,37,41,0
22,5,191444,9,5,5,2,5,1,0,0,40,41,0
21,5,198822,9,5,11,5,5,0,0,0,35,41,0
39,3,251323,5,7,9,2,5,1,0,0,40,2,0
20,5,168187,10,5,4,2,5,0,4416,0,25,41,0
62,5,370881,12,3,4,3,5,0,0,0,7,41,0
32,5,198183,10,6,14,3,5,0,0,0,38,41,0
38,5,210610,12,7,8,4,5,1,0,0,40,41,1
32,5,269182,10,4,8,1,1,0,3887,0,40,41,0
55,5,141727,13,7,11,6,5,0,3464,0,40,41,0
38,5,185848,14,7,14,4,5,1,99999,0,70,41,1
34,5,46746,7,5,4,3,5,1,0,0,30,41,0
28,5,120475,9,5,4,5,5,1,0,0,20,41,0
26,5,135845,10,5,5,3,5,0,0,0,37,41,0
41,5,310255,9,7,5,4,5,1,0,0,40,41,0
61,7,379885,16,7,13,4,5,1,0,1902,40,41,1
75,3,31428,9,7,9,4,5,1,3456,0,40,41,0
21,5,211013,11,7,4,2,5,0,0,0,50,10,0
50,5,175029,9,7,1,4,5,1,0,0,40,41,1
49,4,119539,10,7,14,4,5,1,0,0,60,38,1
26,5,247025,9,7,2,4,5,1,0,0,65,41,0
39,5,252327,4,5,4,5,5,1,0,0,40,10,0
24,3,375313,10,5,13,3,3,1,0,0,40,41,0
56,5,107165,9,7,1,4,5,1,0,0,18,41,0
17,5,108470,7,5,4,5,1,1,0,0,17,41,0
37,5,150057,9,7,3,4,5,1,0,0,52,41,1
23,5,189468,11,7,7,5,5,0,0,0,30,41,0
28,5,198393,9,5,8,3,1,0,0,0,40,41,0
57,3,181031,9,7,9,4,5,1,0,0,60,41,0
42,6,569930,13,7,11,4,5,1,0,0,45,41,1
25,5,27411,13,6,5,3,5,0,0,0,40,41,0
22,5,147397,13,5,9,3,5,1,0,0,20,41,0
39,5,242922,9,7,3,4,1,1,0,0,40,41,0
54,5,154949,7,7,4,6,1,0,0,0,40,41,1
41,4,423217,13,6,14,3,5,1,0,0,50,41,0
43,8,195385,9,7,14,4,4,1,0,0,40,41,0
19,5,100009,9,5,3,3,5,0,0,0,40,41,0
35,5,191628,10,7,13,4,5,1,0,0,40,41,0
34,5,340880,9,7,13,4,5,1,0,0,60,12,1
19,5,207173,9,4,11,1,5,0,0,0,30,41,0
33,5,48010,10,6,14,1,5,0,0,0,40,41,0
33,5,229051,10,5,13,3,5,1,0,0,52,41,0
49,5,193366,14,7,14,4,5,1,0,0,65,41,1
31,5,57781,9,6,11,1,5,0,0,0,50,41,0
69,5,121136,9,7,8,4,5,1,0,0,13,41,0
41,5,433989,11,7,5,4,5,1,4386,0,60,41,1
24,5,136687,9,4,7,1,2,0,0,0,40,41,0
45,7,154117,9,6,14,1,5,0,0,0,38,41,1
63,5,294009,13,7,13,4,5,1,15024,0,45,41,1
75,5,239038,10,7,2,4,5,1,0,0,16,41,0
34,5,244064,9,5,7,1,1,1,0,0,40,41,0
69,5,128348,13,7,14,4,1,1,9386,0,50,41,1
33,5,66278,14,5,13,3,5,0,0,0,40,41,0
44,5,162643,9,5,11,3,5,0,0,0,43,41,0
45,5,179659,13,7,3,4,5,1,3103,0,40,41,1
18,5,205218,7,5,5,5,5,0,0,0,20,41,0
48,5,154033,9,6,5,3,5,0,0,0,52,41,0
43,5,158528,9,7,3,4,5,1,0,0,40,41,1
26,5,366219,9,7,3,4,1,1,0,1848,60,41,1
35,5,301862,9,5,3,1,5,1,0,0,50,41,0
34,5,228406,10,5,11,1,1,0,0,0,40,41,0
48,5,120131,9,7,11,4,5,1,0,0,70,41,1
54,6,127943,9,3,4,1,1,0,0,0,40,41,0
57,5,301514,9,7,5,4,5,1,0,0,40,41,0
21,5,156980,9,5,7,5,5,1,0,0,60,41,0
28,5,124685,10,7,14,4,4,1,0,0,55,41,0
51,5,305673,11,7,3,4,5,1,0,0,40,5,1
34,6,31391,9,7,10,4,5,1,0,0,53,41,1
41,6,33658,10,7,10,4,5,1,0,0,45,41,1
21,5,211391,10,5,11,3,5,0,0,0,27,41,0
26,5,402998,13,7,13,4,5,1,0,0,58,41,1
66,5,78855,9,5,11,3,3,0,0,0,40,41,0
40,5,320451,16,7,13,4,3,1,0,1977,45,7,1
48,5,49278,12,6,11,1,5,0,0,0,40,41,0
44,5,248876,13,6,8,3,5,1,0,0,50,41,0
41,5,242586,9,7,7,4,5,1,0,0,40,41,0
41,5,359696,13,7,10,4,5,1,15024,0,60,41,1
55,6,296085,12,7,13,4,3,1,0,0,40,41,1
43,5,233130,13,6,5,3,5,1,0,0,40,41,1
51,5,189511,11,7,4,4,5,1,0,0,50,39,1
31,5,124420,7,7,3,4,5,1,0,0,40,41,0
30,3,67072,13,2,3,3,5,1,6849,0,60,41,0
51,5,194908,9,7,11,6,5,0,0,0,40,41,0
31,6,94991,9,6,4,1,4,1,0,0,40,41,0
18,5,194561,10,5,4,5,5,1,0,0,37,41,0
60,5,75726,9,6,14,3,5,0,0,1092,40,41,0
29,5,60722,9,5,14,3,3,0,0,0,40,41,0
33,5,59944,9,5,2,3,5,1,0,0,40,41,0
34,5,220840,3,7,9,4,5,1,0,0,40,10,0
40,4,104235,14,5,4,5,5,1,0,0,99,41,0
57,5,142714,10,6,4,3,5,0,0,0,38,41,0
55,6,110490,13,7,13,6,5,0,0,0,60,41,0
40,3,154076,12,7,14,4,5,1,0,0,60,41,0
26,7,130557,13,5,14,3,5,0,0,0,35,41,0
29,5,107108,10,7,11,4,4,1,0,0,40,41,0
30,5,207172,13,7,11,6,5,0,0,0,40,10,0
29,5,304595,14,5,5,3,5,1,0,0,50,41,1
43,5,475322,10,7,2,4,5,1,0,0,50,41,1
65,5,107620,7,3,11,3,5,0,0,0,8,41,0
19,5,301911,10,5,5,5,3,1,0,0,35,13,0
35,5,267866,9,7,5,4,3,1,0,1887,50,1,1
28,5,269786,9,7,2,4,5,1,0,0,40,41,0
34,5,167474,9,7,14,4,5,1,0,0,40,41,0
61,5,115023,11,7,3,4,5,1,0,1887,60,41,1
63,6,86590,9,7,14,6,5,0,0,0,32,41,0
47,7,187087,13,7,14,4,5,1,0,0,40,41,1
31,5,184307,10,6,3,3,5,1,0,0,40,41,0
18,5,225859,10,5,2,5,5,1,2907,0,30,41,0
29,5,57889,13,7,5,4,5,1,0,0,45,41,1
59,5,157932,9,7,3,4,5,1,0,0,40,41,0
50,5,187830,14,6,14,3,5,1,0,0,62,41,1
49,5,251180,4,7,2,4,5,1,2407,0,50,41,0
60,5,317083,13,7,14,4,5,1,0,0,45,41,1
35,3,190895,14,7,5,4,5,1,0,0,40,41,1
48,8,328606,9,6,1,3,5,1,0,0,40,41,0
21,5,403860,10,5,8,5,5,1,0,0,40,41,0
41,5,215479,9,4,1,3,1,1,0,0,40,41,0
56,5,157639,10,7,3,4,5,1,0,0,50,41,0
26,5,152129,8,5,4,1,1,1,0,0,40,41,0
53,5,239284,9,6,11,1,5,0,0,0,40,41,0
23,5,234302,9,5,1,3,1,1,0,0,40,41,0
58,5,218724,4,7,9,4,5,1,0,0,50,41,0
61,5,106330,9,7,3,4,5,1,0,0,40,41,0
29,5,35032,10,7,1,4,5,1,0,0,60,41,0
22,5,234641,9,5,2,5,5,1,0,0,40,41,0
43,5,170730,13,7,14,4,5,1,0,1977,50,41,1
31,5,218322,10,5,4,3,5,1,0,0,30,41,0
90,5,47929,9,7,7,4,5,1,0,0,40,41,0
53,5,142411,11,6,13,1,5,0,0,0,40,41,0
22,5,219122,10,5,8,5,5,1,0,0,40,41,0
55,5,132887,9,7,2,4,1,1,3411,0,40,28,0
34,7,44464,16,5,13,3,5,0,0,0,60,41,0
28,5,180928,10,7,1,4,5,1,5013,0,55,41,0
22,5,199426,10,5,8,3,5,0,0,0,40,41,0
36,5,139703,9,5,11,3,1,0,0,0,40,41,0
33,5,202642,13,4,13,2,1,0,0,0,40,28,0
17,5,160049,6,5,4,5,5,0,0,0,12,41,0
38,5,239755,7,6,3,3,5,1,0,0,40,41,0
60,5,152369,11,7,3,4,5,1,0,0,60,41,0
34,5,42900,13,7,14,4,5,1,0,0,50,41,1
72,5,117017,9,7,8,4,5,1,0,0,8,41,0
57,5,175017,3,7,4,4,5,1,0,0,40,35,0
39,5,342642,9,6,5,3,5,1,0,0,60,41,0
50,3,143730,13,7,9,4,5,1,0,0,80,41,0
45,5,191098,13,7,13,4,3,1,0,0,40,3,0
37,5,208106,13,4,14,3,5,1,0,0,35,41,0
27,5,167737,10,5,1,3,5,1,0,0,48,41,0
43,5,315971,13,6,14,3,5,0,0,0,45,41,1
41,5,142717,10,6,8,1,1,0,0,0,36,41,0
20,5,190227,14,5,14,5,5,1,0,0,25,41,0
44,5,79864,14,4,14,1,5,0,0,0,20,41,0
50,5,34067,11,7,14,4,5,1,0,0,50,41,1
54,5,222882,9,3,14,1,5,0,0,0,45,41,0
31,5,44464,13,5,14,3,5,0,0,1564,60,41,1
33,5,256062,10,5,11,1,5,0,0,0,35,16,0
22,5,251073,5,5,4,5,5,1,0,0,50,41,0
46,5,149949,10,7,3,4,5,1,0,0,40,41,0
30,5,165235,13,7,11,6,3,0,0,0,40,12,1
22,5,243190,10,5,8,5,3,1,0,0,40,3,0
59,5,160662,9,7,8,4,5,1,2407,0,60,41,0
57,3,175942,10,3,14,2,5,1,0,0,25,41,0
26,5,212793,9,5,7,3,5,1,0,0,40,41,0
52,6,153312,12,7,10,4,5,1,0,0,40,41,1
55,6,173296,14,6,13,1,5,0,0,0,45,41,0
47,5,120131,13,7,5,4,5,1,0,0,40,41,1
19,5,117444,9,5,3,5,5,1,0,0,40,41,0
26,5,226196,9,5,2,5,5,1,0,0,40,41,0
44,5,202872,12,6,13,3,5,0,0,0,40,41,1
42,5,176716,14,5,14,3,5,1,0,0,40,41,1
39,5,82540,10,7,14,4,5,1,0,0,60,41,0
17,5,41643,7,5,8,5,5,0,0,0,15,41,0
26,5,197292,9,5,11,3,5,0,0,0,50,41,0
26,5,76491,14,7,13,4,5,1,0,0,20,41,0
50,4,101094,14,7,5,4,5,1,0,0,55,41,0
46,3,119944,14,7,14,4,5,1,0,0,50,41,1
18,5,141626,10,5,8,5,5,1,2176,0,20,41,0
26,5,122575,13,5,14,1,3,1,0,0,60,6,0
32,5,194740,13,7,5,4,5,1,0,1902,40,41,1
50,5,263200,3,2,4,1,5,0,0,0,34,10,0
47,6,140644,10,7,10,4,5,1,0,0,40,41,1
52,5,202115,9,7,4,6,5,0,0,0,25,41,0
25,8,27142,10,7,14,4,5,1,0,0,40,41,1
42,6,318046,7,7,2,4,5,1,0,0,40,41,0
53,5,276369,9,7,14,4,5,1,0,0,45,41,0
30,5,67187,9,5,1,5,4,0,0,0,8,41,0
23,5,133582,2,5,9,3,5,1,0,0,36,10,0
23,5,216672,13,5,14,5,5,1,0,0,30,38,0
32,5,45796,10,7,9,4,5,1,0,0,60,41,0
29,4,31778,9,4,13,2,5,1,0,0,25,41,0
40,5,190044,12,7,4,4,5,1,0,0,40,41,0
45,7,144351,14,7,13,4,5,1,0,0,40,41,1
17,5,172145,6,5,8,5,1,0,0,0,40,41,0
55,5,193130,13,7,13,4,5,1,0,0,40,41,1
59,6,140478,14,7,13,4,5,1,0,0,40,41,1
56,5,122390,11,7,5,4,5,1,15024,0,40,41,1
23,5,116830,8,5,3,3,5,1,0,0,50,41,0
37,6,117683,9,7,10,4,5,1,0,0,40,41,0
25,5,106491,9,7,3,4,5,1,0,0,48,41,0
22,5,39803,10,5,8,5,5,1,0,0,40,41,0
27,5,363053,5,5,6,1,5,0,0,0,24,10,0
21,5,54472,9,5,4,1,5,0,0,0,40,41,0
47,6,200471,9,7,2,4,5,1,5178,0,40,41,1
38,5,54317,10,7,7,4,5,1,0,0,60,41,0
62,6,113443,14,6,13,3,5,0,10520,0,33,41,1
27,5,159623,10,7,5,4,5,1,0,0,40,41,0
25,5,161235,11,5,8,5,5,1,0,0,90,41,0
27,5,247978,9,5,4,5,1,0,0,0,40,41,0
40,5,305846,10,7,11,6,5,0,0,0,40,41,1
22,3,214014,10,5,5,5,1,1,99999,0,55,41,1
33,5,226525,9,6,14,3,5,1,0,0,60,41,0
28,5,247819,11,7,13,6,5,0,0,0,5,41,0
28,5,194940,9,7,7,4,5,1,0,0,40,41,0
29,5,289991,9,5,2,1,5,1,0,0,55,41,0
46,5,585361,5,6,14,1,5,0,0,0,40,41,0
30,5,91145,9,7,7,4,5,1,0,0,40,41,0
65,5,231604,9,7,8,4,5,1,0,0,45,39,0
28,5,273269,10,5,3,3,1,1,0,0,40,41,0
39,5,202683,13,7,11,4,5,1,0,0,40,41,0
35,5,159179,10,5,5,3,5,1,0,0,40,41,0
50,5,28952,10,7,5,6,5,0,0,0,39,41,0
25,5,214925,6,5,8,5,1,1,0,0,40,41,0
63,5,163708,5,3,4,3,5,0,0,0,20,41,0
56,5,200235,11,7,3,4,5,1,0,0,48,41,1
46,5,109209,10,7,11,4,5,1,0,0,40,41,1
19,5,166153,10,5,4,5,5,0,0,0,30,41,0
56,6,268213,14,7,13,4,5,1,0,0,35,38,1
31,5,69056,9,6,4,5,5,0,0,0,15,41,0
51,7,237141,14,7,14,4,5,1,0,0,40,41,1
17,5,277541,7,5,5,5,5,1,0,0,5,41,0
27,6,289039,10,5,10,1,3,0,0,0,40,41,0
30,5,134737,10,5,11,5,5,1,0,0,45,41,0
18,5,56613,10,5,10,5,5,0,0,0,20,41,0
41,5,36699,10,6,14,3,5,1,4650,0,40,41,0
40,6,333530,14,7,13,6,5,0,0,0,40,41,1
35,5,185366,13,5,5,3,5,1,0,0,50,41,0
29,5,154017,9,5,5,3,5,0,0,0,10,41,0
27,5,215504,13,7,5,4,5,1,0,1848,55,41,1
25,5,222539,6,5,2,3,5,1,2597,0,50,41,0
53,5,191565,2,6,4,1,1,0,0,0,40,14,0
